label,problem
bài toán hóa học,người ta đổ thêm 100 g nước o một dung dịch chứa 20g muối thì nồng độ của dung dịch giảm đi 10 hỏi trước khi đổ thêm nước thì dung dịch chứa bao nhiêu nước 
bài toán hóa học,trong phòng thí nghiệm hóathầy minh đưa hai bạn dũng thảo một lọ 200g dung dịch muối có nồng độ 15 thầy muốn hai bạn tạo ra dung dịch muối có nồng độ 20 dũng nói cần pha thêm nước thảo nói cần pha thêm muối theo em cần pha thêm muối hay nước pha thêm một lượng bao nhiêu gam chỉ thêm muối hoặc nước 
bài toán hóa học,một miếng hợp kim đồng thiếc có khối lượng 12kg chứa 45đồng nguyên chất hỏi phải thêm o đó bao nhiêu thiếc nguyên chất để được hợp kim mới có chứa 40 đồng nguyên chất 
bài toán hóa học,nước biểndung dịch có nồng độ muối35 giả sử không có tạp chất có 10kg nước biểnhỏi phải thêm bao nhiêu kg nước nguyên chất để được dung dịch có nồng độ 2 
bài toán hóa học,có hai lọ dung dịch muối với nồng độ lần lượt5 20 người ta pha trộn hai dung dịch trên để có 1 lít dung dịch mới có nồng độ14 hỏi phải dung bao nhiêu mililít mỗi loại dung dịch biết khối lượng riêng của ba dung dịch đều1gml 
bài toán hóa học, thêm 1kg nước o dung dịch a thì được dung dịch b có nồng độ axit20 sau 1 đó lại thêm 1kg axit o dung dịch b thì được dung dịch c nồng độ axit33 3 tính nồng độ axit trong dung dịch a 
bài toán hóa học,người ta pha 200gdung dịch muối thứ nhất o 300gdung dịch muối thứ hai thì thu được dung dịch muối có nồng độ4 hỏi nồng độ muối trong dung dịch thứ nhất thứ hai biết nồng độ muối trong dung dịch thứ nhất lớn hơn nồng độ muối trong dung dịch thứ hai5 
bài toán hóa học,có hai lọ dung dịch muối với nồng độ lần lượt5 20 người ta pha trộn hai dung dịch trên để có 1kg dung dịch mới có nồng độ14 hỏi phải dùng bao nhiêu gam mỗi loại dung dịch mbiết c ct 100c nồng độ phần trăm mkhối lượng chất tanmct dd m dd khối lượng dung dịch 
bài toán hóa học,một cốc thủy tinh có dung tích 5 lít đang chứa 3 lít nước muối có nồng độ10hỏi cần đổ thêm bao nhiêu lít nước nguyên chất để được dung dịch muối 5 liệu rằng cái cốc đó có đủ chứa khônggiả định 1 lít dd nước muối1 kilôgam 
bài toán hóa học,nước muối sinh lí natri cloriddung dịch có nồng độ 09tứctrong 1000g ml có 9g muối tinh khiếtmẹ bạn hoa đã pha 18g muối o 1800ml nước đun sôi để nguội ahỏi mẹ bạn hoa pha đúng cách chưa bmẹ bạn hoa phải pha thêm bao nhiêu ml nước đun sôi để nguội để có nước muối sinh lím tròn đến hàng đơn vị 
bài toán hóa học,có hai lọ đựng muối với nồng độ 5 40 hỏi cần phải lấy mỗi loại bao nhiêu gam để được 140g nước muối với nồng độ 30 
bài toán hóa học,để ước tính tốc độ s dặmgiờ của một chiếc xe cảnh sát sử dụng công thức s30fdvới d tính bằng feetđộ dài vết trượt của bánh xe fhệ số ma sát a trên một đoạn đường có gắn bảng báo tốc độ bên trên có hệ số ma sát073 vết trượt của một xe 4 bánh sau khi thắng lại497 feet hỏi xe có vượt quá tốc độ theo biển báo trên đoạn đường đó không biết 1 dặm161 km kết quả m tròn đến chữ số thập phân thứ hai b nếu xe chạy với tốc độ 48kmh trên đoạn đường có hệ số ma sát045 thì khi thắng lại vết trượt trên đường dài bao nhiêu feetl ờ i giải a ta có tốc độ của xes30fd30073497 3299 dặmh 5311 kmh vì 531150 nên xe đó vượt quá tốc độ theo biển báo trên đoạn đường đób đổi 48 kmh2981dặmh thế s 2981 o s30fdta được2981 30045dd 6584 feet vậy khi thắng lại vết trượt trên đường dài 6584feet công ty đồ chơi bingbon vừa ra đời một đồ chơi tàu điện điều khiển từ xa trong điều kiện phòng thí nghiệm quãng đường s xen ti mét đi được của đoàn tàu đồ chơimột hàm số của thời gian t giây hàm số đós 6t9 trong điều kiện thực tế người ta thấy rằng nếu đoàn tàu đồ chơi di chuyển quãng đường 12 cm thì mất 2 giây cứ trong mỗi 10 giây thì nó đi được 52 cm a trong điều kiện phòng thí nghiệm sau 5 giây đoàn tàu đồ chơi di chuyển được bao nhiêu cm b mẹ bé an mua đồ chơi này về bé chơi bé ngồi cách mẹ 15 mét hỏi cần bao nhiêu giây để đoàn tàu đồ chơi đi từ chỗ mẹ tới chỗ bé 
bài toán hóa học,một vật rơi ở độ cao so với mặt đất100 mét quãng đường chuyển động s mét của vật rơi phụ thuộc o thời gian t giây bởi công thức s4t2 a sau 2 giây vật này cách mặt đất bao nhiêu mét b sau bao lâu vật này tiếp đất 
bài toán hóa học,một nhà bác học đứng trước một thấu kính hội tụ có quang tâm o tiêu điểm mảnh thật to gấp 3 lần hỏi người đó đứng trước thấu kính bao xa biết rằng tiêu điểm f cách quang tâm o một khoảng 3 m b i a a o f b 
bài toán hóa học,a nếu giảm bớt thời gian thắp sáng của 1 bóng đèn 60 w một giờ mỗi ngày thì x hộ gia đình sẽ tiết kiệm được bao nhiêu tiền biết giá điện 1800 đkwh hãy viết công thức tính tiền tiết kiệm được b nếu thành phố có khoảng 17 triệu gia đình thì tiết kiệm được bao nhiêu tiền theo hình thức trên 
bài toán hóa học,kính lão đeo mắt của người già thườngmột loại thấu kính hội tụ bạn nam đã dùng một chiếc kính lão của ông ngoại để tạo ra hình ảnh của một cây nến trên một tấm màn rằng cây nếnmột vật sáng có hình dạng đoạn thẳng ab đặt vuông góc với trục chính của một thấu kính hội tụ cách thấu kính đoạn oa2 m thấu kính có quang tâmo tiêu điểmfvật ab ảnh thật ab gấp ba lần ab có đường đi của tia sáng được mô tả như hình vẽ tính tiêu cự of của thấu kính 
bài toán hóa học,trong bầu khí quyển càng lên cao thì áp suất khí quyển càng giảm với những độ cao không quá lớn thì công thức tính áp suất khí quyển tương ứng với độ cao so 2h với mực nước biển như sau p760 trong đó p áp suất khí quyển 25 mmhg h độ cao so với mực nước biển m a thành phố bảo lộc của tỉnh lâm đồng ở độ cao 1300m so với mực nước biển thì có áp suất khí quyểnbao nhiêu mmhg b để đo áp suất khí quyển người ta dùng cao kế một nhóm phượt thủ sử dụng cao kế họ đo được áp suất khí quyển550 mmhg hỏi nhóm phượt thủ đó đang ở o độ cao bao nhiêu so với mực nước biển 
bài toán hóa học,một vật sáng ab được đặt vuông góc với trục chính của một thấu kính hội tụ có tiêu cự of of20cmtạo ảnh ảoabab biết ảnh ab4ab tính khoảng cách oatừ vật đến thấu kính xét trường hợp vật thật ảnh ảo cùng chiều xem hình vẽ 
bài toán hóa học,theo các chuyên gia về sức khỏe nhiệt độ môi trường lý tưởng nhất với cơ thể của con ngườitừ 25c đến 28c o buổi sáng sáng bạn an dự định cùng với nhóm bạn đi dã ngoại bạn sử dụng nhiệt kế để đo nhiệt độ môi trường ngày hôm đó như sau vậy nhiệt độ này có thích hợp an nhóm bạn khôngbiết c f32 18 
bài toán hóa học,một phi hành gia nặng 70kg khi còn ở trái đất khi bay o không gian cân nặng fh của phi hành gia này khi cách trái đất một độ cao h mét được tính theo hàm số có công thức 23960fh703960h a cân nặng của phi hành giabao nhiêu khi cách trái đất 100 mét b ở độ cao 250 mcân nặng của phi hành gia này thay đổi bao nhiêu so với cân nặng có được ở mặt đất kết quả m tròn đến số thập phân thứ nhất 
bài toán hóa học,sau những vụ va chạm giữa các xe trên đường cảnh sát thường sử dụng công thức dưới đây để ước lượng tốc độ v đơn vị dặmgiờ của xe từ vết trượt trên mặt đường sau khi thắng đột ngộtv30fdtrong đó dchiều dài vết trượt của bánh xe trên nền đường tính bằng feetft fhệ số ma sát giữa bánh xe mặt đườngthước đo sự trơn trượt của mặt đường đường cao tốc long thànhdầu giây có tốc độ giới hạn100 kmh sau một vụ va chạm giữa hai xe cảnh sát đo được vết trượt của một xed 172 ft hệ số ma sát mặt đường tại thời điểm đóf07 chủ xe đó nói xe của ông không chạy quá tốc độ hãy áp dụng công thức trên để ước lượng tốc độ chiếc xe đó rồi biết lời nói của người chủ xe đúng hay saibiết 1 dặm1609 m 
bài toán hóa học,lực f tính bằng đơn vị n của gió thổi o cánh buồm tỷ lệ với vận tốc của giókmh bằng công thức fkv2 đồ thị của hàm số f đi qua điểm 5100 a tìm hệ số k b cánh buồm chỉ chịu được lực tối đa3000 n hỏi nếu vận tốc gió30 kmh thì thuyền có thể ra khơi được không 
bài toán hóa học,một hòn đá rơi xuống một cái hang khoảng cách rơi xuống h tính bằng mét được bởi công thức h49t2 trong đó tthời gian rơi tính bằng giây a hãy tính độ sâu của hang nếu mất 3 giây để hòn đá chạm đáy b nếu hang sâu 1225 mét thì phải mất bao lâu để hòn đá chạm tới đáy 
bài toán hóa học,cách đây hơn một thế kỷ nhà khoa học người hà lan hendrich lorentz 18531928 đưa ra công thức tính số cân nặng lí tưởng của con người theo chiều cao như sau t 150 m t 100 công thức lorentz n trong đó msố cân nặng lí tưởng tính theo kilôgam tchiều cao tính theo xăngtimet n 4với nam giới n 2với nữ giới a bạn qnam giới chiều cao17m hỏi cân nặng của bạn nênbao nhiêu kg để đạt lí tưởng b với chiều cao bằng bao nhiêu thì số cân nặng lí tưởng của nam giới nữ giới bằng nhau 
bài toán hóa học,càng lên cao không khí càng loãng nên áp suất khí quyển càng giảm với những độ cao không lớn lắm thì ta có công thức tính áp suất khí quyển tương ứng với độ cao so với mực nước biển như sau 2h p760 25 trong đó p áp suất khí quyển mmhg h độ sao so với mực nước biển m ví dụ các khu vực ở thành phố hồ chí minh đều có độ cao sát với mực nước biển h0 mnên có áp suất khí quyểnp760 mmhg a hỏi thành phố đà lạt ở độ cao 1500 m so với mực nước biển thì có áp suất khí quyểnbao nhiêu mmhg b dựa o mối liên hệ giữa độ cao so với mực nước biển áp suất khí quyển người ta chế tạo ra một loại dụng cụ đo áp suất khí quyển để suy ra chiều cao gọicao kế một vận động viên leo núi dùng cao kế đo được áp suất khí quyển540 mmhg hỏi vận động viên leo núi đang ở độ cao bao nhiêu mét so với mực nước biển 
bài toán hóa học,biết rằng nhiệt lượng toả ra trên dây dẫn được tính bởi công thức theo định luật junlenxo biết rằng nhiệt lượng toả ra trên dây dẫn được tính bởi công thức theo định luật junlenxo q024i2rttrong đó qnhiệt lượng tính bằng đơn vị kalo rđiện trở tính bằng đơn vị ohm ω icường độ dòng điện tính bằng đơn vị ampe a tthời gian tính bằng giâysdòng điện chạy qua một dây dẫn có r10ω trong thời gian 5 giây a hãy điển o bảng sau những giá trị thích hợp i a 1 15 2 25 q kalo b hỏi cường độ dòng điện phảibao nhiêu thì nhiệt lượng toả ra trên dây dẫn sẽ800 jun kí hiệujbiết rằng 1 j024kalo 
bài toán hóa học,lực f n của gió khi thổi vuông góc o cánh buồm tỉ lệ thuận với bình phương vận tốc của gió v mstheo công thức fkv2kmột hằng số biết rằng khi vận tốc gió bằng 2 ms thì lực tác động lên cánh buồm của một con thuyền bằng 120n niutơn a tính hằng số k b vậy khi vận tốc của gió v10msthì lực f của gió tác động o cánh buồmbao nhiêu c cánh buồm của thuyền chỉ chịu đựng được lực tối đa12000nvậy thuyền có thể ra khơi khi vận tốc của gió90kmh hay không 
bài toán hóa học,bạn an dùng kính lão của ông nội một loại thấu kính hội tụ để m thí nghiệm tạo ảnh một cây đèn cầy trên tấm màn rằng vật sáng có hình đoạn thẳng abđặt vuông góc với trục chính của một thấu kính hội tụ cách thấu kính đoạnoa16 cm thấu kính có quang tâmo tiêu điểm fcó tiêu cựof 12cm vật ab ảnh thật ab có đường đi của tia sáng được mô tả như hình vẽ tính xem ảnh cao gấp bao nhiêu lần vật 
bài toán hóa học,người ta hòa lẫn 7 kg chất lỏng i với 5 kg chất lỏng ii thì được một hỗn hợp có khối lượng riêng 600 kgm3 biết khối lượng riêng của chất lỏng i lớn hơn khối lượng riêng của chất lỏng ii200 kgm3 tính khối lượng riêng của mỗi chất lỏng 
bài toán hóa học,người lớn tuổi thường đeo kính lão một loại kính hội tụ bạn an mượn kính của bà để m thí nghiệm tạo hình ảnh một vật trên tấm màn rằng vật sáng có hình đoạn thẳng abđặt vuông góc với trục chính của một thấu kính hội tụ cách thấu kính đoạnoa30cm thấu kính có quang tâmo tiêu điểmfqua thấu kính vật ab ảnh thật ab lớn gấp 2lần vật có đường đi của tia sáng được mô tả như hình vẽ tính tiêu cự của thấu kính 
bài toán hóa học,điện áp v đơn vị vyêu cầu 1 mạch điện được bởi công thức vpr trong đó p công suất đơn vịw r điện trở trong đơn vịω a cần điện áp bao nhiêu để thắp sáng 1 bóng đèn a có công suất 100w điện trở trong của bóng đèn 110ω b bóng đèn b có điện áp bằng 110vđiện trở trong88ωcó công suất lớn hơn bóng đèn a không giải thích 
bài toán hóa học,để biết được ngày n tháng t năm 2020ngày thứ mấy trong tuần đầu tiên đi tính giá trị biểu thức t nhở đây được xác định như sau tháng t 10 5 28 311 6 912 147 h 3 2 1 0 1 2 3 sau đó lấy t chia 7 ta được số dư r 0r 6 nếu r 0thì ngày đóngày thứ bảy nếu r 1thì ngày đóngày chủ nhật nếu r 2thì ngày đóngày thứ hai nếu r 3thì ngày đóngày thứ banếu r 6thì ngày đóngày thứ sáu hãy sử dụng quy tắc trên để xác định ngày 3042020 ngày thứ mấy bbé an sinh o tháng 122020 biết rằng ngày sinh của bé anmột bội số của 5chủ nhật hỏi ngày sinh của bé anngày mấy 
bài toán hóa học,bạn bình mẹ dự định đi du lịch huế hội an trong 6 ngày biết rằng chi phí trung bình mỗi ngày tại bà nà3 000 000đồng còn tại huế3 500 000đồng tìm số ngày nghỉ lại mỗi địa điểm biết số tiền mà họ phải chi toàn bộ chuyến đi20 000 000 đồng 
bài toán hóa học,ba tổ công nhân a b c có tuổi trung bình theo thứ tự37 23 41 tuổi trung bình của của hai tổ a b29 tuổi trung bình của hai tổ b c33 tính tuổi trung bình của cả ba tổ 
bài toán hóa học,số học sinh nữ lớp 9a bằng số học sinh nam nếu số học sinh nữ tăng 2 em số 5 học sinh nam giảm3em thì số học sinh nam nữ bằng nhau hỏi lớp 9a có bao nhiêu học sinh 
bài toán hóa học,một nhóm học sinh đang chia đều một số quyển vở o các phần quà để tặng các em nhỏ có hoàn cảnh khó khăn nhóm nhận thấy nếu giảm 6 quyển vở ở mỗi phần quà thì số phần quà các em sẽ tăng thêm 5 phần nếu giảm 10 quyển vở ở mỗi phần quà thì số phần quà các em sẽ tăng thêm 10 phần hỏi nhóm có tất cả bao nhiêu quyển vở 
bài toán hóa học,ba bạn an bình chi cùng thực hiện kế hoạch mua tập tặng các bạn học sinh khó khăn vì bận việc chi không đi mua tập với các bạn được nên nhờ an bình mua trước rồi sẽ trả lại tiền hai bạn an xuất tiền mua 54 quyển tập bình xuất tiền mua 36 quyển tập chi trả lại hai bạn tổng cộng 240 nghìn đồng hỏi an sẽ nhận bao nhiêu tiền trong số 240 nghìn đồng đó sẽ đưa lại bình bao nhiêu để số tiền ba bạn bỏ ranhư nhau 
bài toán hóa học,theo thống kê diện tích đất nông nghiệp nước ta được biểu diễn theo công thức s 012t 897 trong đó diện tích s tính theo triệu héc ta t tính bằng số năm kể từ năm 2000 tính xem diện tích đất nông nghiệp nước ta ước đạt khoảng 1197 triệu héc ta o năm nào 
bài toán hóa học,có một đám trẻ chăn một số trâu trên một cánh đồng nếu 2 trẻ cưỡi một con trâu thì có 1 con trâu không có trẻ cưỡi nếu mỗi trẻ cưỡi một con trâu thì có 1 trẻ không có trâu cưỡi hỏi có bao nhiêu trẻ bao nhiêu trâu 
bài toán hóa học,một trường học cần đưa 510 hs đi tham quan vũng tàu có hai cách để thuê xe cách 1 thuê xe 45 chỗ giá thuê đi về mỗi xe1800000 đồng cách 2 thuê xe 29 chỗ giá thuê đi về mỗi xe950000 hỏi nếu chỉ thuê một loại xe cả đoàn thì nhà trường thuê loại xe nào sẽ tiết kiệm hơn 
bài toán hóa học,một quyển tập giá 4000 đồng một hộp bút giá 30000 đồng bạn an cần mua một số quyển tập một hộp bút a gọi xsố quyển tập an mua ysố tiền phải trả bao gồm tiền mua tập một hộp bút viết công thức biểu diễn y theo x b nếu bạn an có 200000 đồng để mua tập một hộp bút thì tối đa bạn an mua được bao nhiêu quyển tập 
bài toán hóa học, một bạn học sinh a có ý định tiết kiệm để mua một chiếc xe đạp có giá 2 100 000 đồng hiện nay bạn đã tiết kiệm được 600 000 đồng mỗi ngày bạn học sinh a có thể tiết kiệm được 15 000 đồng gọi y đồngsố tiền bạn học sinh tiết kiệm được sau x ngày ahãy lập công thức hàm số của y theo biến số x bsau bao nhiêu ngày kể từ ngày bắt đầu tiết kiệm thì bạn học sinh có thể mua được chiếc xe đạp 
