label,problem
bài toán hình học,có hai lọ thủy tinh hình trụ lọ thứ nhất phía bên trong có đường kính đáy là 30cm chiều cao 20cm đựng đầy nước lọ thứ hai bên trong có đường kính đáy là 40cm chiều cao 12cm hỏi nếu đổ hết nước từ trong lọ thứ nhất sang lọ thứ hai nước có bị tràn ra ngoài không  tại sao  lấy π314 
bài toán hình học,một chiếc xô hình nón cụt làm bằng tôn để đựng     nước các bán kính đáy là 14 cm 9 cm    chiều cao là 23 cm  tính dung tích của xô 
bài toán hình học,một hình nón có bán kính đáy bằng 5cm diện tích xung quanh là 65πcm2 tính thể tích của hình nón đó 
bài toán hình học,đo chiều cao từ mặt đất đến đỉnh cột cờ của cột cờ hà nội kỳ đài hà nội người ta cắm hai cọc bằng nhau ma nb cao 1 m so với mặt đất hai cọc này song song cách nhau 10 m thẳng hàng so với tim cột cờ như hình vẽ đặt giác kế đứng tại a b để ngắm đến đỉnh cột cờ người ta đo được các góc lần lượt là 5001912và 43016 so với đường song song mặt đất hãy tính chiều cao của cột cờ  làm tròn đến chữ số thập phân thứ hai  
bài toán hình học,có hai lọ thủy tinh hình trụ lọ thứ nhất phía bên trong có đường kính đáy là 30 cm chiều cao 20 cm đựng đầy nước lọ thứ hai bên trong có đường kính đáy là 40 cm chiều cao 12 cm hỏi nếu đổ hết nước từ trong lọ thứ nhất sang lọ thứ hai nước có bị tràn ra ngoài không tại sao lấy 314 
bài toán hình học,một bồn nước inox có dạng một hình trụ với chiều cao là 165m diện tích đáy là 042 m2 hỏi bồn nước này đựng đầy được bao nhiêu mét khối nước bỏ qua bề dày của bồn nước 
bài toán hình học,tính diện tích tôn cần thiết để làm một cái thùng hình trụ có chiều cao là 80cm đáy có diện tích là 5024  cm2 không tính diện tích các chỗ mối ghép nắp thùng lấy π314 
bài toán hình học,một chiếc xô bằng tôn dạng hình nón cụt các bán kính đáy là 12 cm 8 cm chiều cao là 24 cm tính diện tích tôn để làm xô không kể diện tích các chỗ ghép xô không có nắp 
bài toán hình học,bạn toán đi mua giúp bố cây lăn sơn ở cửa hàng nhà bác học một cây lăn sơn tường có dạng một khối trụ với bán kính đáy là 5 cm chiều cao là 23 cm hình vẽ bên nhà 1000 sản xuất cho biết sau khi lăn vòng thì cây sơn tường có thể bị hỏng hỏi bạn toán cần mua ít nhất mấy cây lăn sơn tường biết diện tích tường mà bố bạn toán cần sơn là 100 m2 cho π314 
bài toán hình học,một tháp nước có bể chứa là một hình cầu đường kính bên trong của bể đo được là 6 mét người ta dự tính lượng nước đựng đầy trong bể đủ dùng cho một khu dân cư trong 5 ngày cho biết khu dân cư đó có 1304 người hỏi người ta đã dự tính mức bình quân mỗi người dùng bao nhiêu lít nước trong một ngày lấy π314 kết quả làm tròn đến chữ số thập phân thứ nhất 
bài toán hình học,tính diện tích tôn cần thiết để làm một cái thùng hình trụ có chiều cao là 80cm đáy có diện tích là 5024  cm2 không tính diện tích các chỗ mối ghép nắp thùng lấy π314 
bài toán hình học,một chai dung dịch rửa tay khô hình trụ cao 12cm đường kính đáy bằng 5cm tính thể tích chai dung dịch đó 
bài toán hình học,một lon coca chiều cao là 117cm bán kính đáy bằng 3cm hỏi 3 lon coca như vậy có đổ đầy một chai 1 lít không lấy π314 làm tròn kết quả đến chữ số thập phân thứ nhất  
bài toán hình học,nón huế là một hình nón có đường kính đáy bằng 40cm độ dài đường sinh là 30cm người ta lát mặt xung quanh hình nón bằng ba lớp lá khô tính diện tích lá cần dùng đề tạo nên một chiếc nón huế như vậy làm tròn cm2 
bài toán hình học,chiến nón do làng chuông thanh oai  hà nội sản xuất là hình nón có đường sinh bằng 30cm đường kính bằng 40cm người ta dùng hai lớp lá để phủ lên bề mặt xung quanh của nón 
bài toán hình học,một tàu đánh cá khi ra khơi cần mang theo 50 thùng dầu mỗi thùng dầu coi là hình trụ có chiều cao là 90cm đường kính đáy thùng là 60cm hãy tính xem lượng dầu tàu phải mang theo khi ra khơi là bao nhiêu lít lấy π314 kết quả làm tròn đến hàng đơn vị 
bài toán hình học,người ta làm một thùng chứa nước dạng hình trụ không có nắp bằng tôn diện tích tôn tối thiểu cần để làm thùng đó bằng 5πm2 với π314 tính thể tích của thùng đó biết chiều cao của thùng bằng đường kính đáy làm tròn đến hai chữ số thập phân 
bài toán hình học,lon nước ngọt hình trụ có đường kính đáy là 5 cm chiều cao là 12 cm tính thể tích lon nước ngọt làm tròn kết quả đến chữ số thập phân thứ 2 lấy π314 
bài toán hình học,một bồn nước inox có dạng hình hộp chữ nhật có chiều dài 15m chiều rộng 12m chiều cao 14m hỏi bồn nước đựng đầy được bao nhiêu mét khối nước bỏ qua bề dày của bồn nước 
bài toán hình học,một chiếc cốc hình trụ có đường kính đáy là 10 cm chiều cao bằng đường kính đáy 5 tính thể tích của chiếc cốc đó 
bài toán hình học,một téc nước hình trụ mà phía trong có đường kính đáy là 06m chiều cao 1m tính thể tích nước chứa đầy trong 45 téc như vậy 
bài toán hình học,một lon nước ngọt hình trụ có đường kính đáy là 5 cm độ dài trục là 12cm tính diện tích toàn phần của lon nước hình trụ đó 
bài toán hình học,dùng 1 mảnh vải hình tròn để phủ lên 1 chiếc bàn tròn có diện tích 1849π cm2  sao cho khăn rủ xuống khỏi mép bàn 20cmkhông tính phần viền mép khăn tính diện tích phần khăn rủ xuống khỏi mép bàn 
bài toán hình học,nhân ngày 83 hoa định mua một chiếc nón lá để tặng cô anna  cô giáo dạy tiếng anh chiếc nón có dạng hình nón với đường kính của đáy là 40cm chiều cao của nón là 20cm hãy tính được diện tích lá cần dùng để phủ kín một lớp lên bề mặt của chiếc nón 
bài toán hình học,một viên bi sắt hình cầu có bán kính bằng 5cm tính thể tích của viên bi đó kết quả làm tròn đến 2 chữ số thập phân  lấy π 314 
bài toán hình học,cần phải có ít nhất bao nhiêu lít nước để thay nước cho một chậu thủy tinh nuôi cá cảnh chậu nước được xem như một phần mặt cầu đường kính 3dm 2 biết lượng nước đổ vào chiếm thể tích hình cầu 1 lít 1dm3 3 
bài toán hình học,cho hình vuông abcd có cạnh là 30cm trên cạnh ab lấy hai điểm e g sao cho ae gb x cm điểm e nằm giữa điểm a điểm g qua e kẻ đường thẳng vuông góc với ab cắt cd tại f  qua g kẻ đường thẳng vuông góc với abcắt cd tại h  người ta gập hình vuông theo hai cạnh ef gh sao cho cạnh ad trùng cạnh bc như hình vẽ để tạo thành hình lăng trụ đứng khuyết đáy tìm x để thể tích hình lăng trụ lớn nhất 
bài toán hình học,một chiếc cốc thủy tinh hình trụ có đường kính đáy là 6 cm chiều cao 12 cm tính lượng nước chứa được khi rót nước đầy cốc 
bài toán hình học,từ một sợi dây thép dài 8dm người ta uốn thành một hình chữ nhật trong các hình chữ nhật có thể uốn được thành hình nào có diện tích lớn nhất 
bài toán hình học,một thùng hình hộp chữ nhật có chiều dài là 05m chiều rộng là 04m chiều cao là 3dm hỏi cần phải mua bao nhiêu lít dầu để đổ đầy thùng 
bài toán hình học,để do chiều cao của một ngọn tháp không thể trèo lên đỉnh người ta dùng thươc dài thước đo góc đèn laser để thực hiện thao tác đó thu được kết quả như hình vẽ hãy tính chiều cao của tháp 
bài toán hình học,đặt quả bóng vào trong một hộp hình lập phương sao cho quả bóng tiếp xúc với các mặt của hình lập phương đó hãy tính đường kính d của quả bóng biết thể tích hình khối lập phươngv 4096 cm3 
bài toán hình học,công ty sữa muốn thiết kế bao bì đựng sữa với thể tích 100ml bao bì được thiết kế bởi một trong hai mô hình là hình hộp chữ nhật có đáy là hình vuông hoặc hình trụ hỏi thiết kế theo mô hình nào thì tiết kiệm nguyên vật liệu nhất 
bài toán hình học,một hộp sữa hình trụ có bán kính đáy là 4cm chiều cao là 10cm tính diện tích vật liệu dùng để tạo nên một vỏ hộp hộp sữa đó nếu tỉ lệ hao hụt là 5 
bài toán hình học,một hộp sữa hình trụ có đường kính đáy là12 cm chiều cao là10 cm tính diện tích vật liệu dùng để tạo nên vỏ hộp như vậy không tính phần mép nối 
bài toán hình học,tính diện tích da dùng để làm quả bóng hình cầu nếu không tính đến tỉ lệ hao hụt biết khi bơm căng thì quả bóng có đường kính là 14 cm 
