label,problem
bài toán chuyển động,hai tỉnh ab cách nhau 180 km cùng một lúc một ô tô đi từ a đến b một xe máy đi từ b về a hai xe gặp nhau tại c từ c đến b ô tô đi hết 2 giờ còn từ c về a đi xe máy đi hết 4 giờ 30 phút tính vận tốc mỗi xe biết trên đường ab hai xe đều chạy với vận tốc không đổi 
bài toán chuyển động,giải bài toán bằng cách lập phương trình hệ phương trìnhtrên quãng đường ab hai ô tô chở các bác sĩ đi chống dịch covid19 cùng khởi hành một lúc từ hai bến a b đi ngược chiều nhau hai xe gặp nhau tại khu cách ly trên quãng đường ab sau 3 giờ nếu sau khi gặp nhau mỗi xe tiếp tục đi hết quãng đường còn lại xe khởi hành từa đến bmuộn hơn xe khởi hành từ b đến a là 2 giờ 30 phút hỏi mỗi xe đi quãng đường ab hết bao nhiêu thời gian 
bài toán chuyển động,thcs cầu giấymột người dự định đi từ thành phố a đến thành phố b với vận tốc thời gian đã định nếu người đó đi từ a với vận tốc lớn hơn vận tốc dự định 5 kmh thì sẽ đến b sớm hơn dự định 24 phút nếu người đó đi từ b với vận tốc nhỏ hơn vận tốc dự định 5 kmh thì sẽ đến b muộn hơn dự định 30 phút hỏi quãng đường ab dài bao nhiêu km 
bài toán chuyển động,hai ca nô cùng khởi hành từa b cách nhau 85km đi ngược chiều nhau sau 1 giờ 40phút thì gặp nhau tính vận tốc của mỗi ca nô khi nước yên lặng biết rằng vận tốc ca nô đi xuôi dòng lớn hơn vận tốc ca nô đi ngược dòng là 9kmh vận tốc dòng nước là 3kmh 
bài toán chuyển động,quãng đường thanh hóahà nội dài 150 km một ôtô từ hà nội vào thanh hóa nghỉ lại thanh hóa 3 giờ 15 phút rồi trở về hà nội hết tất cả 10 giờ tính vận tốc của ôtô lúc về biết rằng vận tốc lúc đi lớn hơn vận tốc lúc về là 10 kmh 
bài toán chuyển động,giải bài toán bằng cách lập hệ phương trình một ô tô đi từ a dự tính đến b lúc 12 giờ trưa nếu xe chạy với vận tốc 35kmh thì đến b chậm 2 giờ so với dự định nếu xe chạy với vận tốc 50kmh thì đếnb sớm 1 giờ so với dự định tính độ dài quãng đường ab thời điểm xuất phát của ô tô đi từa 
bài toán chuyển động,lúc 5 giờ 15 phút một người đi xe máy từ ađến bdài 75 km với vận tốc dự định đến b người đó nghỉ 20 phút rồi quay về avà đi nhanh hơn lúc đi mỗi giờ 5 km người đó về đến a lúc 12 giờ 20 phút tính vận tốc lúc đi của người đó 
bài toán chuyển động,một ô tô đi từ a đến b dự định đi đến b lúc 13 giờ nếu xe chạy với vận tốc 35 kmh thì đến b chậm hơn 2 giờ so với dự định nếu xe chạy với vận tốc 50 kmh thì đến b sớm hơn1 giờ so với dự định tính độ dài quãng đường ab thời gian xe xuất phát từ a 
bài toán chuyển động,giải bài toán sau bằng cách lập phương trình hoặc hệ phương trình lúc 6 giờ 30 phút sáng một ca nô xuôi dòng sông từ a đến b dài 48km khi đếnb ca nô nghỉ 30 phút sau đó ngược dòng từ b về alúc 10 giờ 36 phút cùng ngày tìm vận tốc riêng của ca nô biết vận tốc dòng nước là 3 kmhcho
bài toán chuyển động,hai ô tô cùng khởi hành từ a đến b với vận tốc của mỗi xe không đổi trên toàn bộ quãng đường abdài 150km do vận tốc của ô tô thứ nhất lớn hơn vận tốc của ô tô thứ hai là 10 kmh nên ô tô thứ nhất đến sớm hơn ô tô thứ hai 30phút tính vận tốc mỗi ô tôcho
bài toán chuyển động,công ty đồ chơi bingbon vừa cho ra đời một đồ chơi tàu điện điều khiển từ xa trong điều kiện phòng thí nghiệm quãng đường s xăngtimét đi được của đoàn tàu đồ chơi là một hàm số của thời gian t giây hàm số đó là s 6t9 trong điều kiện thực tế người ta thấy rằng nếu đoàn tàu đồ chơi di chuyển quãng đường 12 cm thì mất 2 giây cứ trong mỗi 10 giây thì nó đi được 52 cm mẹ bé an mua đồ chơi này về cho bé chơi bé ngồi cách mẹ 2 m hỏi cần bao nhiêu giây để đoàn tàu đồ chơi đi từ chỗ mẹ tới chỗ bé 
bài toán chuyển động,khoảng cách giữa hai thành phố a b là 144 km một ô tô khởi hành từ thành phố a đến thành phố b với vận tốc không đổi trên cả quãng đường sau khi ô tô thứ nhất đi được 20 phút ô tô thứ hai cũng đi từ thành phố a đến thành phố b với vận tốc lớn hơn vận tốc ô tô thứ nhất là 6kmh vận tốc không đổi trên cả quãng đường biết rằng cả hai ô tô đến thành phố b cùng một lúc 1tính vận tốc của hai xe ô tô 2nếu trên đường đó có biển báo cho phép xe chạy với vận tốc tối đa là 50kmh thì hai xe ô tô trên xe nào vi phạm về giới hạn tốc độ 
